Restaurant ID,Restaurant Name,Country Code,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Aggregate rating,Votes
18280329,Pine & Dine,1,Hyderabad,"North Indian, South Indian, Chinese",700,Indian Rupees(Rs.),Yes,Yes,4.0,682
96626,Jonathan's Kitchen - Holiday Inn Express & Suites,1,Hyderabad,"North Indian, Japanese, Italian",1900,Indian Rupees(Rs.),Yes,No,4.3,860
94286,AB's - Absolute Barbecues,1,Hyderabad,"European, Mediterranean, North Indian",1500,Indian Rupees(Rs.),No,No,4.9,5434
96776,Con?u,1,Hyderabad,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,4.8,1023
18418733,Dock Forty Five,1,Hyderabad,"Continental, Asian",1400,Indian Rupees(Rs.),No,No,4.2,79
18418730,Mocha Bar,1,Hyderabad,"North Indian, Continental, Italian",1200,Indian Rupees(Rs.),Yes,No,4.2,221
93766,Olive Bistro,1,Hyderabad,"Mediterranean, Italian, European",2000,Indian Rupees(Rs.),Yes,Yes,4.4,2218
18356469,Prost Brew Pub,1,Hyderabad,"Italian, Continental, Chinese",1200,Indian Rupees(Rs.),Yes,No,4.1,594
97503,United Kitchens of India,1,Hyderabad,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1100,Indian Rupees(Rs.),Yes,No,4.1,1431
92577,Heart Cup Coffee,1,Hyderabad,"Cafe, Continental, North Indian, Chinese",1800,Indian Rupees(Rs.),No,Yes,4.2,1859
18307251,Churrolto,1,Hyderabad,"Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,4.7,344
18313013,The Grand Trunk Road,1,Hyderabad,"North Indian, Chinese",1100,Indian Rupees(Rs.),No,Yes,3.9,616
18312984,Sahib?? Barbeque by Ohri??,1,Hyderabad,"Hyderabadi, Awadhi",1400,Indian Rupees(Rs.),Yes,No,4.1,571
1401756,KYRO,1,Indore,"North Indian, Chinese, Continental, Mediterranean, Asian",1300,Indian Rupees(Rs.),No,No,3.7,238
1400544,JAL - A Jungle Restaurant,1,Indore,"North Indian, Chinese",850,Indian Rupees(Rs.),No,No,4.1,100
18254231,Oye24,1,Indore,"North Indian, Chinese, South Indian",250,Indian Rupees(Rs.),No,No,4.1,152
1402314,Hobnob Gourmet Caf?bar,1,Indore,"Italian, Continental",1950,Indian Rupees(Rs.),No,No,4.1,37
1400466,Mangosteen Cafe,1,Indore,"Cafe, Fast Food, Italian, Mexican",700,Indian Rupees(Rs.),No,No,3.9,430
1401934,Mama Loca,1,Indore,"Greek, Lebanese",1000,Indian Rupees(Rs.),No,No,4.2,304
1401548,Vidorra,1,Indore,"North Indian, Chinese",1200,Indian Rupees(Rs.),No,No,4.0,404
1400460,Cafe Palette,1,Indore,"Cafe, Lebanese, Italian",800,Indian Rupees(Rs.),No,No,3.8,214
1400056,Nafees Restaurant,1,Indore,"North Indian, Mughlai",850,Indian Rupees(Rs.),No,No,4.0,496
1400169,The Creative Kitchen - Radisson Blu Hotel,1,Indore,"North Indian, Continental, Mexican, Italian",2000,Indian Rupees(Rs.),No,No,3.8,209
1400186,Square - Sayaji Hotel,1,Indore,"North Indian, Chinese, Italian",1500,Indian Rupees(Rs.),No,No,4.3,334
1402335,Freito,1,Indore,"Mexican, Italian",650,Indian Rupees(Rs.),No,No,3.1,26
1400555,Cafe Terazza,1,Indore,"Cafe, Italian, Mexican, Chinese",700,Indian Rupees(Rs.),No,No,3.9,502
1401948,Cafe Yolo,1,Indore,"Cafe, Fast Food",650,Indian Rupees(Rs.),No,No,3.8,69
18395137,Just My Bakes,1,Indore,"Cafe, Bakery",500,Indian Rupees(Rs.),No,No,3.9,69
1400121,10 Downing Street,1,Indore,"North Indian, Chinese",1500,Indian Rupees(Rs.),No,No,4.0,413
1402028,Cakesmith's Alley,1,Indore,"Bakery, Cafe, Fast Food",400,Indian Rupees(Rs.),No,No,4.3,87
1401857,The Yellow Chilli,1,Indore,"North Indian, Mughlai, Seafood",1100,Indian Rupees(Rs.),No,No,4.1,181
1402089,Waffle House,1,Indore,"Cafe, Fast Food",500,Indian Rupees(Rs.),No,No,4.3,171
1402050,Mocha,1,Indore,"Cafe, Continental, Italian, Street Food",800,Indian Rupees(Rs.),No,No,4.0,341
101212,Tapri Central,1,Jaipur,"Cafe, Fast Food, Street Food",750,Indian Rupees(Rs.),No,Yes,4.7,1469
101834,Blackout,1,Jaipur,"North Indian, European, Continental, Finger Food",1650,Indian Rupees(Rs.),No,No,3.9,676
101884,Mamu's Infusion,1,Jaipur,"Italian, Chinese, Mexican, Thai, North Indian",1400,Indian Rupees(Rs.),No,Yes,4.0,582
102813,Nibs Cafe,1,Jaipur,"Cafe, Italian, Continental",750,Indian Rupees(Rs.),No,Yes,4.4,389
101259,On The House,1,Jaipur,"Italian, Continental, Mexican, Cafe, Bakery",1300,Indian Rupees(Rs.),No,Yes,4.4,843
103065,WTF,1,Jaipur,"Continental, Italian, North Indian, Lebanese, Thai",1000,Indian Rupees(Rs.),No,No,4.0,212
100080,Chokhi Dhani,1,Jaipur,Rajasthani,1600,Indian Rupees(Rs.),No,No,4.3,1478
103147,Meraaki Kitchen,1,Jaipur,"Modern Indian, Asian",1500,Indian Rupees(Rs.),No,No,3.9,67
101311,Taruveda Bistro,1,Jaipur,"Cafe, Italian, Japanese, Continental",1000,Indian Rupees(Rs.),No,Yes,4.2,633
100305,The Forresta Kitchen & Bar,1,Jaipur,"Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",1800,Indian Rupees(Rs.),No,No,4.0,916
102215,Monarch Restaurant - Holiday Inn Jaipur City Centre,1,Jaipur,"North Indian, Chinese, Continental, Rajasthani",2300,Indian Rupees(Rs.),No,No,4.5,420
102216,Chao Chinese Bistro - Holiday Inn Jaipur City Centre,1,Jaipur,"Chinese, Asian",2500,Indian Rupees(Rs.),No,No,4.3,308
18209498,Zolocrust - Hotel Clarks Amer,1,Jaipur,"Italian, Bakery, Continental",2000,Indian Rupees(Rs.),No,Yes,4.9,322
103019,Mutual's,1,Jaipur,"Cafe, Mexican, Italian, North Indian, Fast Food",650,Indian Rupees(Rs.),No,Yes,4.2,198
103090,O2- The Plant Cafe,1,Jaipur,Continental,700,Indian Rupees(Rs.),No,No,4.1,148
102531,Cafe LazyMojo,1,Jaipur,"Cafe, Mexican, Italian, Continental",800,Indian Rupees(Rs.),No,Yes,4.3,798
100306,Replay,1,Jaipur,"North Indian, Continental, Chinese, Italian, Mexican",1500,Indian Rupees(Rs.),No,No,4.3,1121
18454586,Sky Beach,1,Jaipur,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",1000,Indian Rupees(Rs.),No,No,2.6,46
102504,Decked Up By Garden Cafe,1,Jaipur,"Cafe, Fast Food, North Indian",1200,Indian Rupees(Rs.),No,Yes,3.9,310
102867,Calzone- Dine & Rooftop Lounge,1,Jaipur,"Continental, Mexican, North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,3.7,112
2300061,Hucka,1,Kanpur,"Chinese, Fast Food",550,Indian Rupees(Rs.),No,No,3.3,148
2300483,The Zaffran,1,Kanpur,"North Indian, Continental, Asian",800,Indian Rupees(Rs.),No,No,3.3,51
2300065,Gyan Vaishnav,1,Kanpur,North Indian,400,Indian Rupees(Rs.),No,No,3.9,97
18377936,Liquid,1,Kanpur,"Finger Food, North Indian, Continental, Italian, Mediterranean",1000,Indian Rupees(Rs.),No,No,4.0,24
2300188,Royal Dine - Hotel Royal Cliff,1,Kanpur,"North Indian, Chinese",1500,Indian Rupees(Rs.),No,No,4.0,54
18407105,Urban Crave Express,1,Kanpur,"Cafe, Italian",600,Indian Rupees(Rs.),No,No,3.5,43
2300497,Atmosphere Grill Cafe Sheesha,1,Kanpur,"Indian, Chinese, Continental",0,Indian Rupees(Rs.),No,No,3.6,34
2300183,Mr Brown,1,Kanpur,"Bakery, Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,3.9,97
2300476,Dunkin Donuts,1,Kanpur,"Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,4.1,87
2300018,Little Chef,1,Kanpur,"North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,4.1,158
18312106,UrbanCrave,1,Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0,Indian Rupees(Rs.),No,No,3.9,127
2300042,Chin Mi,1,Kanpur,Chinese,1500,Indian Rupees(Rs.),No,No,3.9,86
2300048,Tadka,1,Kanpur,North Indian,1000,Indian Rupees(Rs.),No,No,3.8,97
2300058,Dhuaan,1,Kanpur,"North Indian, Mexican, Italian",1500,Indian Rupees(Rs.),No,No,4.3,155
2300162,Upper Crust,1,Kanpur,"Bakery, Fast Food",350,Indian Rupees(Rs.),No,No,3.4,49
2300003,Anaicha's Food Joint,1,Kanpur,"Chinese, North Indian, Continental",850,Indian Rupees(Rs.),No,No,3.6,106
2300176,Aromas,1,Kanpur,Fast Food,350,Indian Rupees(Rs.),No,No,4.1,171
2300187,Waterside - The Landmark Hotel,1,Kanpur,"North Indian, Chinese",3000,Indian Rupees(Rs.),No,No,3.9,113
2300009,Verandah,1,Kanpur,"Chinese, Italian, Fast Food",1500,Indian Rupees(Rs.),No,No,3.7,160
18391601,Barbeque Nation,1,Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400,Indian Rupees(Rs.),No,No,4.0,41
900682,Nawras Seafood Restaurant,1,Kochi,Seafood,1000,Indian Rupees(Rs.),No,No,4.6,289
95361,Ifthar,1,Kochi,Kerala,350,Indian Rupees(Rs.),No,No,3.8,281
95421,Dhe Puttu,1,Kochi,Kerala,600,Indian Rupees(Rs.),No,Yes,4.4,662
95256,Kashi Art Cafe,1,Kochi,"European, Cafe",600,Indian Rupees(Rs.),No,No,4.2,659
95286,Grand Hotel Restaurant,1,Kochi,"North Indian, Kerala, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,4.2,394
900969,Barbeque Nation,1,Kochi,"European, North Indian, Mediterranean, American",1500,Indian Rupees(Rs.),No,No,4.5,213
95333,Chiyang,1,Kochi,"Chinese, Continental",800,Indian Rupees(Rs.),No,No,3.7,277
900547,Slice of Spice,1,Kochi,"Fast Food, Biryani",400,Indian Rupees(Rs.),No,Yes,4.0,246
901089,Mustake Multicuisine Restaurant,1,Kochi,"Chinese, Thai, North Indian, South Indian",1000,Indian Rupees(Rs.),No,Yes,3.7,145
901035,Palaaram,1,Kochi,"Kerala, Fast Food",550,Indian Rupees(Rs.),No,No,3.7,105
900561,Tonico Cafe,1,Kochi,Cafe,400,Indian Rupees(Rs.),No,No,4.0,406
900524,Cafe 17,1,Kochi,"Cafe, Continental, Italian",700,Indian Rupees(Rs.),No,Yes,4.4,333
900800,ChaiCofi,1,Kochi,"Cafe, Continental, Italian",800,Indian Rupees(Rs.),No,No,4.0,160
95304,Bloomsbury's Boutique Cafe and Artisan Bakery,1,Kochi,"Cafe, Bakery, Desserts",650,Indian Rupees(Rs.),No,Yes,4.2,482
900533,Paragon,1,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900,Indian Rupees(Rs.),No,No,4.3,722
901004,Aangan - Downtown Multicuisine Restaurant,1,Kochi,"Chinese, Seafood, North Indian, Biryani",650,Indian Rupees(Rs.),No,No,4.2,146
900111,Ali Baba & 41 Dishes,1,Kochi,"Kerala, South Indian, Chinese, Biryani",400,Indian Rupees(Rs.),No,No,3.5,348
95331,Cocoa Tree,1,Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000,Indian Rupees(Rs.),No,No,4.3,658
900032,French Toast,1,Kochi,"Continental, Cafe, Desserts, Bakery",700,Indian Rupees(Rs.),No,No,4.3,312
900282,Thakkaaram,1,Kochi,"Kerala, South Indian",600,Indian Rupees(Rs.),No,No,3.6,361
18217475,Asia Kitchen by Mainland China,1,Kolkata,"Asian, Chinese",1400,Indian Rupees(Rs.),No,Yes,4.6,945
18249144,Hoppipola,1,Kolkata,"Italian, Mexican, American, Mediterranean",1200,Indian Rupees(Rs.),No,Yes,4.2,1103
18017612,Spice Kraft,1,Kolkata,"Continental, Middle Eastern, Asian",1200,Indian Rupees(Rs.),No,No,4.8,1424
18377112,Nawwarah,1,Kolkata,"Chinese, Cafe, North Indian, Desserts",1000,Indian Rupees(Rs.),No,No,3.9,326
20002,6 Ballygunge Place,1,Kolkata,Bengali,1000,Indian Rupees(Rs.),Yes,Yes,4.4,1778
18343731,Mumbai Local,1,Kolkata,"North Indian, Chinese, Street Food",1200,Indian Rupees(Rs.),Yes,No,4.2,704
25664,Gabbar's Bar & Kitchen,1,Kolkata,"North Indian, Chinese, Mexican, Italian",1400,Indian Rupees(Rs.),Yes,No,4.4,1484
25587,TGI Friday's,1,Kolkata,"Tex-Mex, American",1800,Indian Rupees(Rs.),Yes,Yes,4.0,911
24530,Santa's Fantasea,1,Kolkata,"Seafood, Chinese",800,Indian Rupees(Rs.),No,No,4.2,2584
20747,India Restaurant,1,Kolkata,"Biryani, North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,4.6,1219
21220,Flame & Grill,1,Kolkata,"North Indian, Continental",1500,Indian Rupees(Rs.),Yes,No,3.9,1064
25570,Barbeque Nation,1,Kolkata,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,4.9,1753
20350,Mocambo,1,Kolkata,"Continental, Italian, North Indian",1050,Indian Rupees(Rs.),No,Yes,3.5,4464
20870,BarBQ,1,Kolkata,"Chinese, North Indian",900,Indian Rupees(Rs.),No,Yes,4.2,5288
20404,Peter Cat,1,Kolkata,"Continental, North Indian",1000,Indian Rupees(Rs.),No,Yes,4.3,7574
24286,The Irish House,1,Kolkata,"European, American",1900,Indian Rupees(Rs.),No,No,4.4,2224
20842,Barbeque Nation,1,Kolkata,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,4.9,5966
18259462,Ocean Grill,1,Kolkata,"Continental, Seafood, North Indian, Asian",1500,Indian Rupees(Rs.),Yes,No,3.6,1040
24452,Sigree Global Grill,1,Kolkata,North Indian,1600,Indian Rupees(Rs.),Yes,No,4.1,1616
18017615,What's Up,1,Kolkata,"Cafe, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,4.0,1126
800468,Grandson of Tunday Kababi,1,Lucknow,"Mughlai, Lucknowi",300,Indian Rupees(Rs.),No,No,4.9,1057
801675,Frozen Factory,1,Lucknow,"Desserts, Ice Cream",200,Indian Rupees(Rs.),No,No,4.5,144
801690,Mocha,1,Lucknow,"Cafe, Italian, Continental",800,Indian Rupees(Rs.),No,No,4.6,567
801684,Chemistry Caf?,1,Lucknow,"Cafe, Continental, Chinese",650,Indian Rupees(Rs.),No,No,3.5,147
18296995,Homeys Cafe,1,Lucknow,"Cafe, Fast Food",450,Indian Rupees(Rs.),No,No,3.9,217
800237,Percussion,1,Lucknow,"Continental, North Indian, Asian",1000,Indian Rupees(Rs.),No,No,3.7,514
800273,The Urban Terrace,1,Lucknow,"North Indian, Continental",1100,Indian Rupees(Rs.),No,No,3.9,268
18375866,Free Spirit,1,Lucknow,"Cafe, Italian",450,Indian Rupees(Rs.),No,No,4.3,106
801170,Spice Caves,1,Lucknow,"North Indian, Chinese, Mughlai",1200,Indian Rupees(Rs.),No,No,4.2,691
801636,The Chocolate Heaven,1,Lucknow,"Cafe, Italian, Desserts",400,Indian Rupees(Rs.),No,No,4.1,165
18385021,The Pebbles Bistro,1,Lucknow,European,1000,Indian Rupees(Rs.),No,No,4.1,80
801640,Underdoggs Sports Bar & Grill,1,Lucknow,"Mediterranean, Italian, American",1300,Indian Rupees(Rs.),No,No,4.3,124
801269,Vintage Machine,1,Lucknow,"Italian, American, Lebanese",1000,Indian Rupees(Rs.),No,No,4.3,887
801693,Bar Bar,1,Lucknow,"Cafe, Chinese, Thai, North Indian, Continental",1000,Indian Rupees(Rs.),No,No,4.0,79
800483,Dastarkhwan,1,Lucknow,Mughlai,400,Indian Rupees(Rs.),No,No,4.4,818
800891,The Cherry Tree Cafe,1,Lucknow,"Cafe, Bakery",400,Indian Rupees(Rs.),No,No,4.1,288
800326,Royal Sky,1,Lucknow,"North Indian, Mughlai, Chinese, Continental",1100,Indian Rupees(Rs.),No,No,4.2,762
801384,L 14 - Renaissance Lucknow Hotel,1,Lucknow,"North Indian, Continental, South Indian, Chinese, Thai, Asian",2000,Indian Rupees(Rs.),No,No,4.2,149
800089,Barbeque Nation,1,Lucknow,North Indian,1600,Indian Rupees(Rs.),No,No,4.7,1069
801247,Colours by Royal Cafe - Royal Inn,1,Lucknow,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),No,No,4.2,411
800576,Cappuccino Blast,1,Lucknow,"Cafe, Fast Food",700,Indian Rupees(Rs.),No,No,4.0,587
15239,Basant Restaurant,1,Ludhiana,"North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),No,No,3.6,93
18444271,Hawai Adda,1,Ludhiana,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),No,No,3.5,17
15005,Indian Summer,1,Ludhiana,"North Indian, Chinese",1400,Indian Rupees(Rs.),No,No,4.1,191
15221,Basant,1,Ludhiana,"North Indian, Chinese, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,3.9,109
15292,Bistro 226,1,Ludhiana,"Italian, Continental, North Indian, Cafe",1400,Indian Rupees(Rs.),No,No,4.2,217
15309,Mocha,1,Ludhiana,Cafe,800,Indian Rupees(Rs.),No,No,3.7,153
18400368,Pirates Of Grill,1,Ludhiana,"North Indian, Mughlai",1300,Indian Rupees(Rs.),No,No,3.9,41
15132,Bistro Flamme Bois,1,Ludhiana,"Italian, Continental, Mexican, Lebanese",1500,Indian Rupees(Rs.),No,No,4.1,178
15705,Kitchen At 95 - Hyatt Regency,1,Ludhiana,"Mediterranean, Chinese, Continental",2000,Indian Rupees(Rs.),No,No,4.3,87
15078,Domino's Pizza,1,Ludhiana,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,3.6,86
15104,Nando's,1,Ludhiana,"Portuguese, African",1200,Indian Rupees(Rs.),No,No,3.8,156
15774,Belfrance Luxury Chocolates,1,Ludhiana,"Cafe, Continental, Italian, Bakery",1100,Indian Rupees(Rs.),No,No,4.4,138
15008,Hot Breads,1,Ludhiana,"Continental, Chinese, Italian, Bakery",800,Indian Rupees(Rs.),No,No,4.2,261
15321,The Yellow Chilli,1,Ludhiana,"Mughlai, North Indian, Chinese",1200,Indian Rupees(Rs.),No,No,4.4,325
15368,Spice Cube,1,Ludhiana,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,3.5,116
15853,Barbeque Nation,1,Ludhiana,"North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),No,No,3.9,80
15497,Nik Bakers,1,Ludhiana,"Cafe, Bakery, Desserts",800,Indian Rupees(Rs.),No,No,4.2,210
15091,Aman Chicken,1,Ludhiana,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,4.6,196
15777,District 6,1,Ludhiana,"European, Chinese",1600,Indian Rupees(Rs.),No,No,3.8,53
15717,The BrewMaster - The Mix Fine Dine,1,Ludhiana,"North Indian, Continental",1500,Indian Rupees(Rs.),No,No,3.9,154
3100446,#45,1,Mangalore,Cafe,600,Indian Rupees(Rs.),No,No,3.6,209
3100159,Crave Desserts & Bakes,1,Mangalore,"Desserts, Bakery",200,Indian Rupees(Rs.),No,No,3.9,196
3100010,Diesel Cafe,1,Mangalore,"American, Italian",900,Indian Rupees(Rs.),No,No,3.8,196
3100145,Froth On Top,1,Mangalore,"Chinese, Mangalorean",700,Indian Rupees(Rs.),No,No,3.7,355
3100013,Hao Ming,1,Mangalore,Chinese,600,Indian Rupees(Rs.),No,No,3.5,280
3100143,Kobe Sizzlers,1,Mangalore,"Continental, American",1000,Indian Rupees(Rs.),No,No,3.7,104
3100033,Liquid Lounge,1,Mangalore,"Finger Food, Continental, North Indian",800,Indian Rupees(Rs.),No,No,3.8,290
3100153,Maharaja Restaurant,1,Mangalore,"South Indian, North Indian",700,Indian Rupees(Rs.),No,No,3.6,275
3100142,Giri Manja's,1,Mangalore,Seafood,500,Indian Rupees(Rs.),No,No,4.2,281
3100030,Kabab Studio,1,Mangalore,"North Indian, Mughlai",1500,Indian Rupees(Rs.),No,No,3.5,183
18237384,Brio Cafe and Grill,1,Mangalore,"Cafe, Continental",500,Indian Rupees(Rs.),No,No,3.6,84
3100008,Gajalee Sea Food,1,Mangalore,"Seafood, North Indian",750,Indian Rupees(Rs.),No,No,3.9,257
3100148,Smoke N Oven,1,Mangalore,"Pizza, Italian",600,Indian Rupees(Rs.),No,No,3.5,127
3100044,Village Restaurant,1,Mangalore,"Chinese, Continental, North Indian, Mughlai",1000,Indian Rupees(Rs.),No,No,3.7,260
3100441,Barbeque Nation,1,Mangalore,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,3.7,193
3100302,Machali,1,Mangalore,Seafood,800,Indian Rupees(Rs.),No,No,4.1,245
3100422,Punjab Da Pind,1,Mangalore,"North Indian, Mughlai, Chinese, Mangalorean",1000,Indian Rupees(Rs.),No,No,3.7,173
3100014,Sizzler's Ranch,1,Mangalore,Continental,700,Indian Rupees(Rs.),No,No,3.8,328
3100448,Spindrift,1,Mangalore,"North Indian, Italian, Finger Food",700,Indian Rupees(Rs.),No,No,3.9,156
3100017,Sagar Ratna,1,Mangalore,"South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,3.7,175
18424018,The Shooters Cafe,1,Mohali,"Continental, North Indian",550,Indian Rupees(Rs.),No,Yes,4.3,99
35217,Joey's Pizza,1,Mumbai,Pizza,800,Indian Rupees(Rs.),No,No,4.0,5145
18447068,Cafe Hydro,1,Mumbai,Asian,1000,Indian Rupees(Rs.),No,No,4.0,156
18458563,The American Joint,1,Mumbai,"Healthy Food, American, Burger, Salad",850,Indian Rupees(Rs.),Yes,No,3.4,170
18075122,The Fusion Kitchen,1,Mumbai,"North Indian, Italian, Chinese, Mexican",1000,Indian Rupees(Rs.),Yes,Yes,4.7,2083
18233317,145 Kala Ghoda,1,Mumbai,"Fast Food, Beverages, Desserts",1500,Indian Rupees(Rs.),No,No,4.2,1606
18237753,Tea Villa Cafe,1,Mumbai,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),Yes,Yes,4.1,2040
18388642,Grandmama's Cafe,1,Mumbai,"Continental, Italian",1100,Indian Rupees(Rs.),No,No,3.8,617
18463285,Mumbai Vibe,1,Mumbai,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",1000,Indian Rupees(Rs.),Yes,No,3.8,146
16527711,The Rolling Pin,1,Mumbai,"Bakery, Desserts, Cafe",700,Indian Rupees(Rs.),No,Yes,3.9,2076
18313566,Farzi Cafe,1,Mumbai,Modern Indian,1500,Indian Rupees(Rs.),No,No,4.3,1240
49003,SpiceKlub,1,Mumbai,North Indian,1500,Indian Rupees(Rs.),No,Yes,4.2,3370
18441580,Tea Villa Cafe,1,Mumbai,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),Yes,No,3.9,317
34757,Joey's Pizza,1,Mumbai,Pizza,800,Indian Rupees(Rs.),No,Yes,4.5,2662
18408295,Stacks And Racks,1,Mumbai,"American, Burger, Fast Food",500,Indian Rupees(Rs.),No,No,4.6,413
18216876,The English Department Bar & Diner,1,Mumbai,"Italian, Continental, Mexican, Japanese, American, British",1500,Indian Rupees(Rs.),Yes,No,3.9,885
17806994,Mirchi And Mime,1,Mumbai,"North Indian, South Indian, Mughlai",1500,Indian Rupees(Rs.),No,No,4.9,3244
18435740,38 Degree East,1,Mumbai,"North Indian, Chinese, Thai",1000,Indian Rupees(Rs.),Yes,No,3.8,181
18318116,R' ADDA,1,Mumbai,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",1200,Indian Rupees(Rs.),No,No,4.0,536
18270976,Tea Villa Cafe,1,Mumbai,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),Yes,Yes,4.1,1295
49486,Tea Villa Cafe,1,Mumbai,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),Yes,Yes,3.6,1515
3600252,Hotel RRR Mysore,1,Mysore,Andhra,290,Indian Rupees(Rs.),No,No,3.4,139
3600265,Jalpaan Dining Saga,1,Mysore,"North Indian, Chinese, Italian",900,Indian Rupees(Rs.),No,No,3.7,172
3600375,The Old House,1,Mysore,Italian,800,Indian Rupees(Rs.),No,No,3.9,264
3600015,Vinayaka Mylari,1,Mysore,South Indian,300,Indian Rupees(Rs.),No,No,4.2,392
3600012,Empire Restaurant,1,Mysore,"North Indian, Andhra, Mughlai",500,Indian Rupees(Rs.),No,No,3.7,393
3600013,Green Leaf,1,Mysore,"North Indian, Chinese, South Indian",400,Indian Rupees(Rs.),No,No,3.5,214
3600071,Pakva Lounge,1,Mysore,"Italian, North Indian, South Indian",650,Indian Rupees(Rs.),No,No,3.7,262
3600192,Spring - Radisson Blu Plaza,1,Mysore,"Continental, North Indian, South Indian",1700,Indian Rupees(Rs.),No,No,3.8,162
3600119,Big Chicken,1,Mysore,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,3.5,160
3600352,Barbeque Nation,1,Mysore,"North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),No,No,4.0,286
3600009,Pizza Hut,1,Mysore,"Pizza, Italian",700,Indian Rupees(Rs.),No,No,4.0,304
3600361,Tandooriwala,1,Mysore,North Indian,700,Indian Rupees(Rs.),No,No,3.5,127
3600148,Jungle The Restaurant,1,Mysore,"North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),No,No,3.7,132
3600436,The Barge Restaurant,1,Mysore,"Continental, Chinese, North Indian",1500,Indian Rupees(Rs.),No,No,3.3,11
3600008,By The Way,1,Mysore,"North Indian, Chinese, South Indian",650,Indian Rupees(Rs.),No,No,3.6,190
3600354,Cafe Cornucopia,1,Mysore,"Cafe, Continental, European, Beverages",700,Indian Rupees(Rs.),No,No,3.6,140
3600285,Mezzaluna,1,Mysore,"Continental, South Indian",650,Indian Rupees(Rs.),No,No,3.8,249
3600072,Nanking,1,Mysore,"Chinese, Thai",550,Indian Rupees(Rs.),No,No,3.7,208
3600022,Oyster Bay,1,Mysore,"North Indian, Asian, Continental",1000,Indian Rupees(Rs.),No,No,3.6,270
3600014,Purple Haze,1,Mysore,Finger Food,1200,Indian Rupees(Rs.),No,No,3.7,183
3301308,House of Caffeine,1,Nagpur,Fast Food,500,Indian Rupees(Rs.),No,No,3.3,27
3300780,Hide Out The Street Cafe,1,Nagpur,Cafe,250,Indian Rupees(Rs.),No,No,3.8,73
3301236,Tapri The Chai Books Cafe,1,Nagpur,"Continental, Fast Food, Tea",250,Indian Rupees(Rs.),No,No,3.9,26
3300369,Eat Street Express,1,Nagpur,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,4.0,103
3301013,Zaikart,1,Nagpur,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,4.3,88
3300741,Cafe Zinea,1,Nagpur,"Cafe, Chinese, Fast Food, Italian",400,Indian Rupees(Rs.),No,Yes,3.7,201
3300138,Checker's,1,Nagpur,"Fast Food, Chinese",550,Indian Rupees(Rs.),No,Yes,4.0,185
3300949,The B.A.W.A,1,Nagpur,Cafe,600,Indian Rupees(Rs.),No,Yes,4.2,164
3300065,FSB,1,Nagpur,"Continental, North Indian, Thai, Chinese",1100,Indian Rupees(Rs.),No,No,4.3,270
3300416,NESCAF? Illusions,1,Nagpur,Cafe,350,Indian Rupees(Rs.),No,No,3.9,140
3301169,Nineties,1,Nagpur,"Cafe, Fast Food",250,Indian Rupees(Rs.),No,Yes,3.9,19
